id,Age,Sexe,Ethnie,Etat,Signes de maladie mentale,Niveau de menace,Fuite,Camera corporelle,Categorie arme,Mois,Year,Jour du mois,Blanc,Noir,Hispanique,Natif,Asiatique,Autre
216,49,M,Blanc,OR,1,Attaque,Pas de fuite,0,Arme a feu,3,2015,17,0.75,0.02,0.13,0.01,0.05,0.04
217,24,M,Blanc,NC,0,Attaque,A pied,0,Arme a feu,3,2015,17,0.63,0.21,0.1,0.01,0.03,0.03
221,24,F,Blanc,CA,1,Autre,Pas de fuite,0,Autre,3,2015,17,0.37,0.05,0.39,0.0,0.15,0.03
290,20,M,Blanc,TX,1,Attaque,Pas de fuite,0,Arme a feu,3,2015,17,0.41,0.12,0.4,0.0,0.05,0.02
292,22,M,Hispanique,CA,0,Indetermine,En voiture,0,Non Armé,3,2015,17,0.37,0.05,0.39,0.0,0.15,0.03
225,49,F,Blanc,AZ,0,Attaque,Pas de fuite,0,Arme a feu,3,2015,18,0.54,0.04,0.32,0.04,0.03,0.02
226,64,M,Blanc,FL,0,Attaque,Pas de fuite,0,Arme a feu,3,2015,18,0.53,0.15,0.26,0.0,0.03,0.02
294,47,M,Blanc,CA,0,Autre,Pas de fuite,0,Objets tranchants,3,2015,18,0.37,0.05,0.39,0.0,0.15,0.03
228,39,M,Blanc,AL,1,Autre,Pas de fuite,1,Objets tranchants,3,2015,19,0.66,0.26,0.04,0.0,0.01,0.02
229,18,M,Noir,OH,0,Attaque,Pas de fuite,0,Non Armé,3,2015,19,0.79,0.12,0.04,0.0,0.02,0.03
230,31,M,Blanc,ID,0,Attaque,Pas de fuite,1,Arme a feu,3,2015,19,0.82,0.01,0.13,0.01,0.02,0.02
265,16,M,Noir,FL,0,Attaque,En voiture,0,Arme a feu,3,2015,19,0.53,0.15,0.26,0.0,0.03,0.02
295,20,M,Blanc,WA,1,Attaque,Pas de fuite,0,Non Armé,3,2015,19,0.68,0.04,0.13,0.01,0.09,0.060000000000000005
306,36,M,Blanc,CA,0,Attaque,Pas de fuite,0,Arme a feu,3,2015,19,0.37,0.05,0.39,0.0,0.15,0.03
308,63,M,Noir,LA,1,Attaque,Pas de fuite,0,Objets tranchants,3,2015,20,0.59,0.32,0.05,0.01,0.02,0.02
310,34,M,Blanc,OK,0,Attaque,Pas de fuite,0,Arme a feu,3,2015,20,0.65,0.07,0.11,0.08,0.02,0.07
531,24,M,Natif,AZ,0,Attaque,En voiture,0,Arme a feu,3,2015,20,0.54,0.04,0.32,0.04,0.03,0.02
235,21,M,Blanc,AZ,0,Attaque,Pas de fuite,0,Arme a feu,3,2015,21,0.54,0.04,0.32,0.04,0.03,0.02
309,44,M,Blanc,NY,0,Attaque,En voiture,0,Arme a feu,3,2015,21,0.55,0.14,0.19,0.0,0.09,0.03
311,60,M,Blanc,IN,1,Attaque,Pas de fuite,0,Arme a feu,3,2015,21,0.79,0.09,0.07,0.0,0.02,0.02
312,42,M,Blanc,OH,0,Attaque,Pas de fuite,0,Arme a feu,3,2015,21,0.79,0.12,0.04,0.0,0.02,0.03
231,37,M,Blanc,CA,1,Autre,Pas de fuite,0,Objets tranchants,3,2015,22,0.37,0.05,0.39,0.0,0.15,0.03
233,36,M,Blanc,OR,1,Autre,A pied,0,Objets tranchants,3,2015,22,0.75,0.02,0.13,0.01,0.05,0.04
234,21,M,Noir,NY,0,Attaque,En voiture,0,Autre,3,2015,22,0.55,0.14,0.19,0.0,0.09,0.03
237,24,M,Noir,CA,0,Attaque,Pas de fuite,0,Arme a feu,3,2015,23,0.37,0.05,0.39,0.0,0.15,0.03
238,29,M,Noir,VA,1,Attaque,En voiture,0,Arme a feu,3,2015,24,0.62,0.19,0.1,0.0,0.07,0.04
247,57,M,Blanc,CA,1,Attaque,Pas de fuite,0,Arme a feu,3,2015,24,0.37,0.05,0.39,0.0,0.15,0.03
313,38,M,Blanc,WI,0,Attaque,Pas de fuite,0,Arme a feu,3,2015,24,0.81,0.06,0.07,0.01,0.03,0.02
239,23,M,Noir,GA,0,Autre,En voiture,1,Autre,3,2015,25,0.52,0.31,0.1,0.0,0.04,0.02
240,27,M,Noir,SC,0,Attaque,A pied,0,Arme a feu,3,2015,25,0.64,0.26,0.06,0.0,0.02,0.02
241,28,M,Hispanique,CA,0,Attaque,A pied,0,Arme a feu,3,2015,25,0.37,0.05,0.39,0.0,0.15,0.03
242,63,M,Blanc,AZ,1,Autre,Pas de fuite,0,Arme a feu,3,2015,25,0.54,0.04,0.32,0.04,0.03,0.02
246,53,F,Blanc,KS,0,Attaque,Pas de fuite,0,Arme a feu,3,2015,26,0.76,0.05,0.12,0.01,0.03,0.03
250,35,M,Hispanique,CA,1,Autre,Pas de fuite,0,Objets tranchants,3,2015,26,0.37,0.05,0.39,0.0,0.15,0.03
245,26,F,Noir,CA,0,Autre,Pas de fuite,0,Objets tranchants,3,2015,27,0.37,0.05,0.39,0.0,0.15,0.03
251,42,M,Blanc,WV,0,Attaque,En voiture,0,Arme a feu,3,2015,27,0.92,0.04,0.01,0.0,0.01,0.02
254,41,M,Noir,MA,0,Attaque,Pas de fuite,0,Arme a feu,3,2015,27,0.71,0.07,0.12,0.0,0.07,0.03
256,56,M,Blanc,CA,1,Attaque,Pas de fuite,0,Arme a feu,3,2015,27,0.37,0.05,0.39,0.0,0.15,0.03
257,39,M,Noir,FL,0,Autre,Pas de fuite,0,Objets tranchants,3,2015,27,0.53,0.15,0.26,0.0,0.03,0.02
258,23,M,Hispanique,CA,0,Attaque,En voiture,0,Autre,3,2015,27,0.37,0.05,0.39,0.0,0.15,0.03
316,40,M,Blanc,MA,0,Attaque,A pied,0,Arme a feu,3,2015,27,0.71,0.07,0.12,0.0,0.07,0.03
252,29,M,Noir,KY,0,Attaque,Pas de fuite,0,Arme a feu,3,2015,29,0.85,0.08,0.04,0.0,0.01,0.02
264,26,M,Blanc,OH,0,Attaque,En voiture,0,Autre,3,2015,29,0.79,0.12,0.04,0.0,0.02,0.03
262,49,M,Blanc,OR,1,Attaque,Pas de fuite,0,Arme a feu,3,2015,30,0.75,0.02,0.13,0.01,0.05,0.04
259,36,M,Blanc,FL,0,Attaque,Pas de fuite,0,Arme a feu,3,2015,31,0.53,0.15,0.26,0.0,0.03,0.02
261,21,M,Hispanique,TX,0,Attaque,Pas de fuite,0,Autre,3,2015,31,0.41,0.12,0.4,0.0,0.05,0.02
263,27,F,Noir,MD,0,Autre,En voiture,0,Autre,3,2015,31,0.5,0.29,0.1,0.0,0.06,0.03
267,37,M,Noir,CA,0,Attaque,Pas de fuite,0,Arme a feu,4,2015,1,0.37,0.05,0.39,0.0,0.15,0.03
533,36,M,Blanc,NJ,0,Attaque,Pas de fuite,0,Objets tranchants,4,2015,1,0.55,0.13,0.21,0.0,0.1,0.02
286,32,M,Noir,IL,0,Attaque,A pied,0,Arme a feu,4,2015,2,0.61,0.14,0.17,0.0,0.06,0.02
291,44,M,Noir,OK,0,Autre,Pas de fuite,0,Non Armé,4,2015,2,0.65,0.07,0.11,0.08,0.02,0.07
303,27,M,Blanc,LA,1,Attaque,Pas de fuite,0,Arme a feu,4,2015,2,0.59,0.32,0.05,0.01,0.02,0.02
288,63,M,Blanc,IL,1,Attaque,Pas de fuite,0,Arme a feu,4,2015,2,0.61,0.14,0.17,0.0,0.06,0.02
299,38,M,Blanc,VA,0,Autre,Pas de fuite,1,Objets tranchants,4,2015,3,0.62,0.19,0.1,0.0,0.07,0.04
296,17,M,Noir,IL,0,Attaque,A pied,0,Arme a feu,4,2015,4,0.61,0.14,0.17,0.0,0.06,0.02
300,31,M,Noir,CA,0,Attaque,Pas de fuite,1,Arme a feu,4,2015,4,0.37,0.05,0.39,0.0,0.15,0.03
302,34,M,Blanc,NM,1,Attaque,En voiture,0,Arme a feu,4,2015,4,0.37,0.02,0.49,0.09,0.02,0.02
297,50,M,Noir,SC,0,Autre,A pied,0,Non Armé,4,2015,4,0.64,0.26,0.06,0.0,0.02,0.02
301,51,M,Blanc,AZ,1,Autre,Pas de fuite,0,Objets tranchants,4,2015,5,0.54,0.04,0.32,0.04,0.03,0.02
304,56,M,Blanc,CA,0,Attaque,Pas de fuite,0,Arme a feu,4,2015,5,0.37,0.05,0.39,0.0,0.15,0.03
298,23,M,Blanc,IN,1,Attaque,Pas de fuite,0,Arme a feu,4,2015,6,0.79,0.09,0.07,0.0,0.02,0.02
318,25,M,Noir,LA,0,Attaque,A pied,0,Arme a feu,4,2015,6,0.59,0.32,0.05,0.01,0.02,0.02
322,31,M,Blanc,ID,0,Attaque,En voiture,0,Arme a feu,4,2015,6,0.82,0.01,0.13,0.01,0.02,0.02
319,32,M,Blanc,OK,0,Attaque,En voiture,0,Arme a feu,4,2015,7,0.65,0.07,0.11,0.08,0.02,0.07
329,60,M,Blanc,TX,0,Attaque,En voiture,0,Arme a feu,4,2015,8,0.41,0.12,0.4,0.0,0.05,0.02
330,42,M,Noir,GA,0,Attaque,En voiture,0,Autre,4,2015,8,0.52,0.31,0.1,0.0,0.04,0.02
331,39,M,Hispanique,CA,0,Attaque,A pied,0,Arme a feu,4,2015,8,0.37,0.05,0.39,0.0,0.15,0.03
359,28,M,Asiatique,CA,1,Autre,Pas de fuite,0,Objets tranchants,4,2015,8,0.37,0.05,0.39,0.0,0.15,0.03
332,22,M,Blanc,FL,0,Attaque,Pas de fuite,0,Objets tranchants,4,2015,9,0.53,0.15,0.26,0.0,0.03,0.02
333,29,M,Noir,IN,0,Attaque,En voiture,0,Arme a feu,4,2015,9,0.79,0.09,0.07,0.0,0.02,0.02
340,31,M,Blanc,PA,1,Attaque,Pas de fuite,0,Arme a feu,4,2015,9,0.76,0.1,0.08,0.0,0.04,0.02
343,28,M,Blanc,SC,0,Attaque,Pas de fuite,0,Arme a feu,4,2015,9,0.64,0.26,0.06,0.0,0.02,0.02
335,21,M,Hispanique,CA,0,Attaque,Pas de fuite,0,Objets tranchants,4,2015,10,0.37,0.05,0.39,0.0,0.15,0.03
377,38,M,Blanc,KS,0,Attaque,En voiture,0,Arme a feu,4,2015,10,0.76,0.05,0.12,0.01,0.03,0.03
358,66,M,Blanc,OK,1,Attaque,Pas de fuite,1,Arme a feu,4,2015,11,0.65,0.07,0.11,0.08,0.02,0.07
355,36,M,Noir,IN,0,Attaque,A pied,1,Arme a feu,4,2015,12,0.79,0.09,0.07,0.0,0.02,0.02
357,83,M,Blanc,OK,1,Autre,Pas de fuite,0,Objets tranchants,4,2015,12,0.65,0.07,0.11,0.08,0.02,0.07
362,32,M,Blanc,NC,1,Attaque,En voiture,0,Arme a feu,4,2015,12,0.63,0.21,0.1,0.01,0.03,0.03
356,27,M,Hispanique,IL,0,Attaque,Pas de fuite,0,Arme a feu,4,2015,13,0.61,0.14,0.17,0.0,0.06,0.02
363,26,M,Noir,TX,0,Indetermine,A pied,0,Autre,4,2015,14,0.41,0.12,0.4,0.0,0.05,0.02
364,31,M,Blanc,AR,1,Attaque,Pas de fuite,0,Objets tranchants,4,2015,14,0.72,0.15,0.08,0.01,0.02,0.03
365,22,M,Noir,FL,0,Indetermine,A pied,0,Arme a feu,4,2015,15,0.53,0.15,0.26,0.0,0.03,0.02
366,41,M,Noir,SC,0,Attaque,Pas de fuite,0,Objets tranchants,4,2015,15,0.64,0.26,0.06,0.0,0.02,0.02
367,41,M,Noir,TX,0,Autre,En voiture,0,Non Armé,4,2015,15,0.41,0.12,0.4,0.0,0.05,0.02
368,51,M,Blanc,MO,0,Attaque,En voiture,1,Autre,4,2015,15,0.8,0.11,0.04,0.0,0.02,0.03
369,72,M,Blanc,CO,1,Attaque,Pas de fuite,0,Arme a feu,4,2015,15,0.68,0.04,0.22,0.0,0.03,0.03
374,52,M,Hispanique,CA,1,Attaque,Pas de fuite,0,Autre,4,2015,15,0.37,0.05,0.39,0.0,0.15,0.03
373,47,M,Hispanique,CA,0,Autre,Pas de fuite,0,Objets tranchants,4,2015,16,0.37,0.05,0.39,0.0,0.15,0.03
380,18,M,Noir,IL,0,Attaque,A pied,0,Arme a feu,4,2015,17,0.61,0.14,0.17,0.0,0.06,0.02
381,29,M,Hispanique,CA,0,Attaque,Pas de fuite,0,Arme a feu,4,2015,17,0.37,0.05,0.39,0.0,0.15,0.03
382,23,M,Noir,MO,1,Autre,Pas de fuite,1,Objets tranchants,4,2015,17,0.8,0.11,0.04,0.0,0.02,0.03
376,43,M,Hispanique,AZ,1,Attaque,Pas de fuite,0,Arme a feu,4,2015,18,0.54,0.04,0.32,0.04,0.03,0.02
379,45,M,Blanc,FL,0,Attaque,Pas de fuite,0,Arme a feu,4,2015,18,0.53,0.15,0.26,0.0,0.03,0.02
378,40,M,Blanc,KY,1,Attaque,Pas de fuite,0,Arme a feu,4,2015,19,0.85,0.08,0.04,0.0,0.01,0.02
383,44,M,Blanc,NE,0,Attaque,Pas de fuite,0,Objets tranchants,4,2015,19,0.79,0.04,0.11,0.01,0.02,0.03
399,25,M,Hispanique,TX,0,Autre,Pas de fuite,0,Arme a feu,4,2015,20,0.41,0.12,0.4,0.0,0.05,0.02
393,37,M,Natif,WA,1,Autre,A pied,0,Non Armé,4,2015,21,0.68,0.04,0.13,0.01,0.09,0.060000000000000005
398,59,M,Blanc,SC,1,Autre,Pas de fuite,0,Objets tranchants,4,2015,21,0.64,0.26,0.06,0.0,0.02,0.02
495,35,M,Hispanique,CA,1,Autre,Pas de fuite,0,Objets tranchants,4,2015,21,0.37,0.05,0.39,0.0,0.15,0.03
537,35,M,Noir,NJ,0,Attaque,Pas de fuite,0,Autre,4,2015,21,0.55,0.13,0.21,0.0,0.1,0.02
391,18,M,Noir,VA,0,Indetermine,Pas de fuite,0,Non Armé,4,2015,22,0.62,0.19,0.1,0.0,0.07,0.04
394,51,M,Hispanique,AZ,0,Autre,Pas de fuite,0,Objets tranchants,4,2015,22,0.54,0.04,0.32,0.04,0.03,0.02
395,30,M,Blanc,NY,1,Attaque,A pied,0,Arme a feu,4,2015,22,0.55,0.14,0.19,0.0,0.09,0.03
396,31,M,Noir,TX,0,Attaque,A pied,0,Arme a feu,4,2015,22,0.41,0.12,0.4,0.0,0.05,0.02
397,39,M,Asiatique,CO,0,Attaque,Pas de fuite,0,Arme a feu,4,2015,22,0.68,0.04,0.22,0.0,0.03,0.03
392,26,M,Blanc,CA,1,Attaque,Pas de fuite,0,Arme a feu,4,2015,23,0.37,0.05,0.39,0.0,0.15,0.03
400,51,M,Blanc,OK,0,Attaque,Pas de fuite,0,Arme a feu,4,2015,23,0.65,0.07,0.11,0.08,0.02,0.07
409,19,M,Hispanique,CA,0,Autre,Pas de fuite,0,Non Armé,4,2015,23,0.37,0.05,0.39,0.0,0.15,0.03
401,46,F,Blanc,CA,0,Attaque,En voiture,0,Autre,4,2015,24,0.37,0.05,0.39,0.0,0.15,0.03
402,49,M,Blanc,OR,0,Attaque,Pas de fuite,0,Arme a feu,4,2015,24,0.75,0.02,0.13,0.01,0.05,0.04
403,63,M,Blanc,OK,0,Attaque,En voiture,0,Arme a feu,4,2015,24,0.65,0.07,0.11,0.08,0.02,0.07
412,20,M,Noir,CO,0,Attaque,A pied,1,Arme a feu,4,2015,24,0.68,0.04,0.22,0.0,0.03,0.03
408,25,M,Blanc,TX,1,Autre,Pas de fuite,1,Objets tranchants,4,2015,25,0.41,0.12,0.4,0.0,0.05,0.02
411,24,M,Noir,NY,1,Attaque,A pied,0,Non Armé,4,2015,25,0.55,0.14,0.19,0.0,0.09,0.03
414,58,M,Blanc,FL,1,Autre,Pas de fuite,0,Objets tranchants,4,2015,25,0.53,0.15,0.26,0.0,0.03,0.02
404,29,M,Blanc,OK,0,Attaque,Pas de fuite,0,Non Armé,4,2015,26,0.65,0.07,0.11,0.08,0.02,0.07
406,76,M,Blanc,CA,0,Attaque,Pas de fuite,0,Arme a feu,4,2015,26,0.37,0.05,0.39,0.0,0.15,0.03
407,45,M,Blanc,CA,0,Attaque,Pas de fuite,0,Arme a feu,4,2015,26,0.37,0.05,0.39,0.0,0.15,0.03
405,20,M,Noir,MI,0,Autre,Pas de fuite,0,Autre,4,2015,27,0.75,0.14,0.05,0.0,0.03,0.03
413,58,M,Blanc,OH,0,Attaque,Pas de fuite,0,Arme a feu,4,2015,28,0.79,0.12,0.04,0.0,0.02,0.03
417,21,M,Noir,LA,0,Attaque,Pas de fuite,1,Arme a feu,4,2015,28,0.59,0.32,0.05,0.01,0.02,0.02
420,27,M,Blanc,IL,1,Attaque,Pas de fuite,0,Arme a feu,4,2015,28,0.61,0.14,0.17,0.0,0.06,0.02
415,26,M,Blanc,OK,0,Autre,A pied,0,Objets tranchants,4,2015,29,0.65,0.07,0.11,0.08,0.02,0.07
416,33,M,Hispanique,AZ,1,Attaque,Pas de fuite,0,Arme a feu,4,2015,29,0.54,0.04,0.32,0.04,0.03,0.02
419,27,M,Hispanique,CA,0,Attaque,Pas de fuite,0,Arme a feu,4,2015,29,0.37,0.05,0.39,0.0,0.15,0.03
421,25,F,Noir,GA,0,Attaque,Pas de fuite,0,Arme a feu,4,2015,29,0.52,0.31,0.1,0.0,0.04,0.02
422,53,M,Noir,VA,1,Attaque,Pas de fuite,0,Arme a feu,4,2015,29,0.62,0.19,0.1,0.0,0.07,0.04
423,53,M,Blanc,TN,1,Attaque,Pas de fuite,0,Arme a feu,4,2015,29,0.74,0.17,0.05,0.0,0.02,0.02
418,42,M,Autre,CA,1,Autre,Pas de fuite,1,Non Armé,4,2015,30,0.37,0.05,0.39,0.0,0.15,0.03
424,22,M,Hispanique,TX,0,Autre,Pas de fuite,0,Autre,4,2015,30,0.41,0.12,0.4,0.0,0.05,0.02
425,52,M,Blanc,DE,0,Attaque,Pas de fuite,1,Arme a feu,5,2015,2,0.62,0.21,0.09,0.0,0.04,0.03
426,36,M,Blanc,UT,1,Attaque,Pas de fuite,1,Arme a feu,5,2015,3,0.78,0.01,0.14,0.01,0.02,0.04
427,30,M,Noir,TX,0,Attaque,Pas de fuite,0,Arme a feu,5,2015,3,0.41,0.12,0.4,0.0,0.05,0.02
428,34,M,Autre,TX,0,Attaque,Pas de fuite,0,Arme a feu,5,2015,3,0.41,0.12,0.4,0.0,0.05,0.02
445,44,M,Hispanique,NM,0,Attaque,Pas de fuite,0,Arme a feu,5,2015,3,0.37,0.02,0.49,0.09,0.02,0.02
447,53,M,Blanc,KY,0,Attaque,Pas de fuite,0,Arme a feu,5,2015,3,0.85,0.08,0.04,0.0,0.01,0.02
431,36,M,Blanc,WA,1,Attaque,Pas de fuite,0,Autre,5,2015,4,0.68,0.04,0.13,0.01,0.09,0.060000000000000005
429,29,M,Noir,CA,0,Attaque,Pas de fuite,1,Non Armé,5,2015,5,0.37,0.05,0.39,0.0,0.15,0.03
430,32,M,Asiatique,CA,0,Attaque,Pas de fuite,0,Objets tranchants,5,2015,5,0.37,0.05,0.39,0.0,0.15,0.03
434,46,M,Blanc,VA,1,Attaque,Pas de fuite,0,Arme a feu,5,2015,5,0.62,0.19,0.1,0.0,0.07,0.04
432,18,M,Blanc,NC,0,Attaque,En voiture,0,Arme a feu,5,2015,6,0.63,0.21,0.1,0.01,0.03,0.03
435,38,M,Blanc,NY,0,Autre,En voiture,0,Objets tranchants,5,2015,7,0.55,0.14,0.19,0.0,0.09,0.03
436,21,M,Noir,CA,0,Attaque,En voiture,0,Autre,5,2015,7,0.37,0.05,0.39,0.0,0.15,0.03
439,35,M,Blanc,AZ,0,Attaque,Pas de fuite,0,Objets tranchants,5,2015,8,0.54,0.04,0.32,0.04,0.03,0.02
443,58,M,Blanc,NY,1,Attaque,Pas de fuite,0,Arme a feu,5,2015,8,0.55,0.14,0.19,0.0,0.09,0.03
451,48,M,Noir,LA,0,Attaque,Pas de fuite,0,Arme a feu,5,2015,8,0.59,0.32,0.05,0.01,0.02,0.02
454,31,M,Noir,MN,0,Attaque,En voiture,0,Autre,5,2015,8,0.8,0.06,0.05,0.01,0.05,0.03
453,47,M,Blanc,WA,0,Attaque,Pas de fuite,0,Arme a feu,5,2015,10,0.68,0.04,0.13,0.01,0.09,0.060000000000000005
455,34,M,Noir,MD,0,Autre,En voiture,0,Autre,5,2015,10,0.5,0.29,0.1,0.0,0.06,0.03
437,30,M,Noir,TX,0,Attaque,En voiture,0,Autre,5,2015,11,0.41,0.12,0.4,0.0,0.05,0.02
444,28,M,Blanc,FL,1,Autre,Pas de fuite,0,Objets tranchants,5,2015,11,0.53,0.15,0.26,0.0,0.03,0.02
441,28,M,Noir,FL,0,Autre,A pied,0,Arme a feu,5,2015,12,0.53,0.15,0.26,0.0,0.03,0.02
450,40,M,Blanc,CA,1,Autre,Pas de fuite,0,Autre,5,2015,12,0.37,0.05,0.39,0.0,0.15,0.03
449,46,M,Autre,HI,0,Attaque,Pas de fuite,0,Arme a feu,5,2015,12,0.21,0.02,0.1,0.0,0.38,0.30000000000000004
456,37,M,Blanc,MI,1,Attaque,En voiture,0,Arme a feu,5,2015,14,0.75,0.14,0.05,0.0,0.03,0.03
470,53,M,Blanc,FL,1,Attaque,Pas de fuite,0,Arme a feu,5,2015,14,0.53,0.15,0.26,0.0,0.03,0.02
460,41,M,Blanc,IL,1,Attaque,Pas de fuite,0,Arme a feu,5,2015,15,0.61,0.14,0.17,0.0,0.06,0.02
462,42,M,Blanc,CA,1,Attaque,Pas de fuite,0,Autre,5,2015,15,0.37,0.05,0.39,0.0,0.15,0.03
463,45,M,Noir,IL,0,Attaque,A pied,0,Arme a feu,5,2015,16,0.61,0.14,0.17,0.0,0.06,0.02
458,34,M,Blanc,CA,1,Attaque,A pied,1,Arme a feu,5,2015,17,0.37,0.05,0.39,0.0,0.15,0.03
459,18,M,Blanc,FL,1,Attaque,Pas de fuite,0,Arme a feu,5,2015,17,0.53,0.15,0.26,0.0,0.03,0.02
461,27,M,Blanc,NM,0,Autre,Pas de fuite,0,Objets tranchants,5,2015,17,0.37,0.02,0.49,0.09,0.02,0.02
457,54,M,Hispanique,VA,0,Attaque,Pas de fuite,0,Non Armé,5,2015,19,0.62,0.19,0.1,0.0,0.07,0.04
464,35,M,Blanc,AR,0,Attaque,Pas de fuite,0,Arme a feu,5,2015,19,0.72,0.15,0.08,0.01,0.02,0.03
465,17,M,Blanc,CO,0,Attaque,Autre,0,Arme a feu,5,2015,19,0.68,0.04,0.22,0.0,0.03,0.03
466,29,M,Noir,PA,0,Attaque,Pas de fuite,0,Arme a feu,5,2015,20,0.76,0.1,0.08,0.0,0.04,0.02
468,38,M,Noir,KY,0,Attaque,Pas de fuite,0,Arme a feu,5,2015,20,0.85,0.08,0.04,0.0,0.01,0.02
489,26,M,Noir,NE,0,Attaque,Pas de fuite,0,Arme a feu,5,2015,20,0.79,0.04,0.11,0.01,0.02,0.03
467,52,M,Blanc,OH,0,Autre,Pas de fuite,0,Objets tranchants,5,2015,20,0.79,0.12,0.04,0.0,0.02,0.03
486,39,F,Blanc,WY,0,Autre,En voiture,0,Objets tranchants,5,2015,20,0.84,0.0,0.1,0.02,0.01,0.02
469,22,M,Hispanique,TX,1,Indetermine,Pas de fuite,0,Arme a feu,5,2015,21,0.41,0.12,0.4,0.0,0.05,0.02
483,29,M,Noir,FL,0,Attaque,Pas de fuite,0,Objets tranchants,5,2015,21,0.53,0.15,0.26,0.0,0.03,0.02
484,43,M,Blanc,SC,0,Attaque,Pas de fuite,0,Objets tranchants,5,2015,21,0.64,0.26,0.06,0.0,0.02,0.02
485,24,M,Hispanique,NJ,1,Autre,Pas de fuite,0,Objets tranchants,5,2015,21,0.55,0.13,0.21,0.0,0.1,0.02
487,32,M,Noir,SC,0,Attaque,Pas de fuite,0,Arme a feu,5,2015,21,0.64,0.26,0.06,0.0,0.02,0.02
472,40,M,Blanc,PA,0,Attaque,Pas de fuite,0,Autre,5,2015,22,0.76,0.1,0.08,0.0,0.04,0.02
473,47,M,Blanc,MO,0,Attaque,Pas de fuite,0,Arme a feu,5,2015,23,0.8,0.11,0.04,0.0,0.02,0.03
474,40,M,Blanc,AZ,0,Attaque,En voiture,0,Arme a feu,5,2015,23,0.54,0.04,0.32,0.04,0.03,0.02
529,25,M,Noir,MI,0,Attaque,Pas de fuite,0,Arme a feu,5,2015,23,0.75,0.14,0.05,0.0,0.03,0.03
475,31,F,Blanc,TX,1,Attaque,Pas de fuite,0,Arme a feu,5,2015,25,0.41,0.12,0.4,0.0,0.05,0.02
476,36,M,Noir,AL,1,Attaque,Pas de fuite,0,Objets tranchants,5,2015,25,0.66,0.26,0.04,0.0,0.01,0.02
477,51,M,Noir,NY,0,Attaque,Pas de fuite,0,Arme a feu,5,2015,26,0.55,0.14,0.19,0.0,0.09,0.03
479,24,M,Blanc,LA,0,Attaque,Pas de fuite,0,Autre,5,2015,26,0.59,0.32,0.05,0.01,0.02,0.02
530,62,M,Blanc,WA,1,Attaque,Pas de fuite,0,Arme a feu,5,2015,26,0.68,0.04,0.13,0.01,0.09,0.060000000000000005
480,39,M,Blanc,NJ,0,Attaque,Pas de fuite,0,Objets tranchants,5,2015,27,0.55,0.13,0.21,0.0,0.1,0.02
481,24,M,Blanc,OK,1,Attaque,Pas de fuite,0,Autre,5,2015,27,0.65,0.07,0.11,0.08,0.02,0.07
482,57,M,Blanc,GA,1,Attaque,Pas de fuite,0,Objets tranchants,5,2015,27,0.52,0.31,0.1,0.0,0.04,0.02
491,20,M,Autre,CA,0,Autre,Pas de fuite,0,Non Armé,5,2015,27,0.37,0.05,0.39,0.0,0.15,0.03
492,33,M,Blanc,CA,1,Autre,Pas de fuite,0,Autre,5,2015,27,0.37,0.05,0.39,0.0,0.15,0.03
488,60,M,Blanc,SC,0,Attaque,Pas de fuite,0,Arme a feu,5,2015,28,0.64,0.26,0.06,0.0,0.02,0.02
490,32,M,Noir,CO,0,Attaque,Pas de fuite,0,Arme a feu,5,2015,28,0.68,0.04,0.22,0.0,0.03,0.03
493,40,M,Noir,GA,0,Attaque,Pas de fuite,0,Arme a feu,5,2015,28,0.52,0.31,0.1,0.0,0.04,0.02
494,18,M,Blanc,MI,0,Attaque,Pas de fuite,0,Objets tranchants,5,2015,28,0.75,0.14,0.05,0.0,0.03,0.03
497,36,M,Noir,NJ,0,Autre,Pas de fuite,0,Objets tranchants,5,2015,29,0.55,0.13,0.21,0.0,0.1,0.02
498,35,M,Blanc,OK,0,Attaque,Pas de fuite,0,Arme a feu,5,2015,29,0.65,0.07,0.11,0.08,0.02,0.07
499,55,M,Blanc,OR,0,Attaque,Pas de fuite,0,Arme a feu,5,2015,29,0.75,0.02,0.13,0.01,0.05,0.04
500,19,M,Blanc,AZ,0,Attaque,A pied,0,Non Armé,5,2015,30,0.54,0.04,0.32,0.04,0.03,0.02
501,39,M,Hispanique,TN,0,Attaque,Pas de fuite,0,Autre,5,2015,30,0.74,0.17,0.05,0.0,0.02,0.02
504,47,M,Blanc,TX,0,Attaque,Pas de fuite,1,Autre,5,2015,31,0.41,0.12,0.4,0.0,0.05,0.02
505,23,M,Blanc,NY,1,Attaque,Autre,0,Arme a feu,6,2015,1,0.55,0.14,0.19,0.0,0.09,0.03
507,26,M,Noir,MA,0,Autre,Pas de fuite,0,Objets tranchants,6,2015,2,0.71,0.07,0.12,0.0,0.07,0.03
508,26,M,Blanc,TX,1,Attaque,Pas de fuite,0,Objets tranchants,6,2015,2,0.41,0.12,0.4,0.0,0.05,0.02
509,18,M,Hispanique,TX,1,Attaque,En voiture,0,Arme a feu,6,2015,3,0.41,0.12,0.4,0.0,0.05,0.02
510,33,M,Hispanique,TX,0,Autre,En voiture,0,Objets tranchants,6,2015,3,0.41,0.12,0.4,0.0,0.05,0.02
511,56,M,Blanc,NJ,1,Attaque,Pas de fuite,0,Arme a feu,6,2015,3,0.55,0.13,0.21,0.0,0.1,0.02
