id,Age,Sexe,Ethnie,Etat,Signes de maladie mentale,Niveau de menace,Fuite,Camera corporelle,Categorie arme,Mois,Year,Jour du mois,Blanc,Noir,Hispanique,Natif,Asiatique,Autre
3096,24,M,Noir,MS,0,Autre,Pas de fuite,1,Arme a feu,11,2017,4,0.57,0.38,0.03,0.0,0.01,0.01
3099,35,M,Blanc,CO,0,Attaque,Autre,0,Arme a feu,11,2017,4,0.68,0.04,0.22,0.0,0.03,0.03
3100,30,M,Natif,MT,0,Attaque,Autre,0,Arme a feu,11,2017,4,0.86,0.0,0.04,0.06,0.01,0.03
3102,31,M,Blanc,IN,1,Attaque,Pas de fuite,0,Arme a feu,11,2017,4,0.79,0.09,0.07,0.0,0.02,0.02
3103,20,M,Noir,CA,0,Indetermine,A pied,0,Arme a feu,11,2017,4,0.37,0.05,0.39,0.0,0.15,0.03
3095,35,M,Blanc,MS,0,Attaque,Pas de fuite,0,Arme a feu,11,2017,5,0.57,0.38,0.03,0.0,0.01,0.01
3108,31,F,Hispanique,NM,0,Attaque,Pas de fuite,0,Autre,11,2017,5,0.37,0.02,0.49,0.09,0.02,0.02
3111,49,M,Noir,IL,0,Indetermine,En voiture,0,Autre,11,2017,5,0.61,0.14,0.17,0.0,0.06,0.02
3109,54,F,Blanc,VA,1,Autre,Pas de fuite,0,Objets tranchants,11,2017,6,0.62,0.19,0.1,0.0,0.07,0.04
3112,48,M,Blanc,CA,0,Attaque,En voiture,0,Arme a feu,11,2017,6,0.37,0.05,0.39,0.0,0.15,0.03
3106,32,F,Blanc,GA,1,Attaque,Pas de fuite,0,Arme a feu,11,2017,7,0.52,0.31,0.1,0.0,0.04,0.02
3110,35,M,Noir,NV,0,Attaque,Pas de fuite,0,Arme a feu,11,2017,7,0.49,0.09,0.29,0.01,0.08,0.05
3113,30,M,Blanc,GA,0,Attaque,En voiture,0,Arme a feu,11,2017,8,0.52,0.31,0.1,0.0,0.04,0.02
3114,32,M,Blanc,TN,0,Attaque,A pied,0,Arme a feu,11,2017,8,0.74,0.17,0.05,0.0,0.02,0.02
3115,31,M,Blanc,VA,0,Autre,Pas de fuite,0,Arme a feu,11,2017,8,0.62,0.19,0.1,0.0,0.07,0.04
3117,14,M,Natif,WI,0,Autre,Pas de fuite,0,Objets tranchants,11,2017,8,0.81,0.06,0.07,0.01,0.03,0.02
3118,25,M,Noir,NC,0,Attaque,En voiture,0,Arme a feu,11,2017,9,0.63,0.21,0.1,0.01,0.03,0.03
3119,32,M,Blanc,RI,0,Attaque,En voiture,1,Autre,11,2017,9,0.72,0.06,0.16,0.0,0.03,0.03
3120,35,M,Blanc,MS,1,Attaque,Pas de fuite,0,Arme a feu,11,2017,9,0.57,0.38,0.03,0.0,0.01,0.01
3127,27,M,Blanc,KY,0,Autre,En voiture,0,Arme a feu,11,2017,9,0.85,0.08,0.04,0.0,0.01,0.02
3128,23,F,Blanc,KY,0,Autre,En voiture,0,Non Armé,11,2017,9,0.85,0.08,0.04,0.0,0.01,0.02
3125,55,M,Blanc,LA,1,Attaque,Pas de fuite,0,Arme a feu,11,2017,10,0.59,0.32,0.05,0.01,0.02,0.02
3126,43,M,Noir,AZ,0,Attaque,Pas de fuite,0,Objets tranchants,11,2017,10,0.54,0.04,0.32,0.04,0.03,0.02
3129,62,M,Blanc,MN,1,Attaque,Pas de fuite,0,Arme a feu,11,2017,10,0.8,0.06,0.05,0.01,0.05,0.03
3130,25,M,Noir,CO,0,Autre,A pied,0,Arme a feu,11,2017,10,0.68,0.04,0.22,0.0,0.03,0.03
3131,37,M,Noir,MS,0,Autre,Pas de fuite,0,Autre,11,2017,10,0.57,0.38,0.03,0.0,0.01,0.01
3133,50,M,Blanc,NM,0,Attaque,Pas de fuite,0,Arme a feu,11,2017,10,0.37,0.02,0.49,0.09,0.02,0.02
3122,19,M,Blanc,IA,1,Attaque,Autre,0,Arme a feu,11,2017,11,0.86,0.03,0.06,0.0,0.03,0.02
3123,41,M,Noir,NV,0,Attaque,Pas de fuite,0,Arme a feu,11,2017,11,0.49,0.09,0.29,0.01,0.08,0.05
3132,55,M,Blanc,LA,0,Attaque,Pas de fuite,0,Arme a feu,11,2017,11,0.59,0.32,0.05,0.01,0.02,0.02
3121,19,M,Hispanique,MA,0,Autre,En voiture,0,Autre,11,2017,12,0.71,0.07,0.12,0.0,0.07,0.03
3134,67,M,Noir,NY,1,Attaque,Pas de fuite,1,Objets tranchants,11,2017,13,0.55,0.14,0.19,0.0,0.09,0.03
3135,24,M,Noir,LA,0,Attaque,A pied,1,Non Armé,11,2017,13,0.59,0.32,0.05,0.01,0.02,0.02
3137,44,M,Blanc,CA,1,Indetermine,Autre,0,Arme a feu,11,2017,14,0.37,0.05,0.39,0.0,0.15,0.03
3139,29,M,Asiatique,OK,1,Autre,Pas de fuite,1,Non Armé,11,2017,15,0.65,0.07,0.11,0.08,0.02,0.07
3141,48,M,Blanc,AK,0,Attaque,En voiture,0,Arme a feu,11,2017,15,0.6,0.03,0.07,0.16,0.06,0.08
3142,22,M,Hispanique,CA,0,Attaque,En voiture,0,Arme a feu,11,2017,15,0.37,0.05,0.39,0.0,0.15,0.03
3143,37,M,Noir,MS,0,Autre,Pas de fuite,0,Objets tranchants,11,2017,15,0.57,0.38,0.03,0.0,0.01,0.01
3144,59,M,Blanc,NY,1,Attaque,Pas de fuite,0,Arme a feu,11,2017,15,0.55,0.14,0.19,0.0,0.09,0.03
3207,68,M,Noir,TX,0,Attaque,Pas de fuite,0,Arme a feu,11,2017,16,0.41,0.12,0.4,0.0,0.05,0.02
3145,25,M,Blanc,NM,0,Autre,En voiture,0,Non Armé,11,2017,17,0.37,0.02,0.49,0.09,0.02,0.02
3146,23,M,Hispanique,NM,0,Autre,En voiture,0,Non Armé,11,2017,17,0.37,0.02,0.49,0.09,0.02,0.02
3152,46,M,Noir,LA,0,Attaque,Pas de fuite,0,Arme a feu,11,2017,17,0.59,0.32,0.05,0.01,0.02,0.02
3167,25,M,Blanc,VA,0,Indetermine,En voiture,0,Non Armé,11,2017,17,0.62,0.19,0.1,0.0,0.07,0.04
3208,30,M,Blanc,WV,0,Attaque,Pas de fuite,0,Arme a feu,11,2017,17,0.92,0.04,0.01,0.0,0.01,0.02
3149,56,M,Noir,AL,0,Autre,En voiture,0,Non Armé,11,2017,18,0.66,0.26,0.04,0.0,0.01,0.02
3150,24,M,Natif,MT,0,Attaque,En voiture,0,Autre,11,2017,18,0.86,0.0,0.04,0.06,0.01,0.03
3151,18,M,Blanc,KY,0,Attaque,En voiture,0,Autre,11,2017,18,0.85,0.08,0.04,0.0,0.01,0.02
3148,27,M,Blanc,SC,0,Attaque,En voiture,0,Arme a feu,11,2017,19,0.64,0.26,0.06,0.0,0.02,0.02
3153,26,M,Blanc,IA,0,Attaque,Pas de fuite,0,Arme a feu,11,2017,19,0.86,0.03,0.06,0.0,0.03,0.02
3154,15,M,Blanc,MS,0,Indetermine,Pas de fuite,0,Objets tranchants,11,2017,20,0.57,0.38,0.03,0.0,0.01,0.01
3155,26,M,Hispanique,OR,0,Autre,A pied,0,Arme a feu,11,2017,23,0.75,0.02,0.13,0.01,0.05,0.04
3161,32,M,Blanc,MO,1,Attaque,Pas de fuite,0,Arme a feu,11,2017,23,0.8,0.11,0.04,0.0,0.02,0.03
3162,17,M,Noir,MO,0,Attaque,Autre,0,Arme a feu,11,2017,23,0.8,0.11,0.04,0.0,0.02,0.03
3163,32,M,Noir,AL,0,Attaque,Pas de fuite,0,Arme a feu,11,2017,23,0.66,0.26,0.04,0.0,0.01,0.02
3210,43,M,Blanc,MI,1,Autre,Pas de fuite,0,Objets tranchants,11,2017,23,0.75,0.14,0.05,0.0,0.03,0.03
3160,26,M,Blanc,TX,1,Attaque,Pas de fuite,0,Arme a feu,11,2017,24,0.41,0.12,0.4,0.0,0.05,0.02
3166,51,M,Blanc,AZ,0,Indetermine,Pas de fuite,0,Autre,11,2017,24,0.54,0.04,0.32,0.04,0.03,0.02
3159,39,M,Hispanique,NM,0,Attaque,Pas de fuite,0,Arme a feu,11,2017,25,0.37,0.02,0.49,0.09,0.02,0.02
3156,43,M,Hispanique,CA,0,Attaque,En voiture,0,Arme a feu,11,2017,26,0.37,0.05,0.39,0.0,0.15,0.03
3157,31,M,Blanc,AL,0,Attaque,Pas de fuite,0,Arme a feu,11,2017,26,0.66,0.26,0.04,0.0,0.01,0.02
3158,22,M,Hispanique,CA,0,Indetermine,Pas de fuite,0,Objets tranchants,11,2017,26,0.37,0.05,0.39,0.0,0.15,0.03
3165,40,M,Hispanique,CA,1,Attaque,Pas de fuite,0,Arme a feu,11,2017,27,0.37,0.05,0.39,0.0,0.15,0.03
3168,64,M,Blanc,MI,0,Attaque,En voiture,0,Autre,11,2017,28,0.75,0.14,0.05,0.0,0.03,0.03
3169,30,M,Blanc,NV,0,Attaque,Pas de fuite,0,Arme a feu,11,2017,28,0.49,0.09,0.29,0.01,0.08,0.05
3170,59,M,Blanc,WA,0,Attaque,A pied,0,Arme a feu,11,2017,28,0.68,0.04,0.13,0.01,0.09,0.060000000000000005
3174,24,M,Noir,IL,0,Autre,Autre,1,Arme a feu,11,2017,29,0.61,0.14,0.17,0.0,0.06,0.02
3172,32,M,Noir,NC,0,Autre,A pied,0,Arme a feu,11,2017,30,0.63,0.21,0.1,0.01,0.03,0.03
3175,37,M,Hispanique,CA,0,Autre,En voiture,0,Arme a feu,11,2017,30,0.37,0.05,0.39,0.0,0.15,0.03
3173,33,M,Blanc,SC,0,Indetermine,Autre,1,Objets tranchants,12,2017,1,0.64,0.26,0.06,0.0,0.02,0.02
3176,42,M,Noir,CA,0,Autre,En voiture,1,Non Armé,12,2017,1,0.37,0.05,0.39,0.0,0.15,0.03
3177,37,M,Hispanique,CA,1,Autre,Pas de fuite,0,Objets tranchants,12,2017,2,0.37,0.05,0.39,0.0,0.15,0.03
3180,33,M,Blanc,CO,0,Attaque,Pas de fuite,0,Arme a feu,12,2017,2,0.68,0.04,0.22,0.0,0.03,0.03
3178,62,M,Blanc,TX,0,Attaque,Pas de fuite,0,Objets tranchants,12,2017,3,0.41,0.12,0.4,0.0,0.05,0.02
3181,46,M,Blanc,GA,0,Attaque,Pas de fuite,0,Arme a feu,12,2017,4,0.52,0.31,0.1,0.0,0.04,0.02
3182,69,M,Hispanique,NY,0,Autre,Pas de fuite,0,Objets tranchants,12,2017,5,0.55,0.14,0.19,0.0,0.09,0.03
3183,24,M,Noir,VA,0,Attaque,Pas de fuite,0,Arme a feu,12,2017,5,0.62,0.19,0.1,0.0,0.07,0.04
3184,42,M,Noir,FL,1,Attaque,Pas de fuite,1,Non Armé,12,2017,6,0.53,0.15,0.26,0.0,0.03,0.02
3186,49,M,Blanc,WY,0,Attaque,Pas de fuite,0,Arme a feu,12,2017,6,0.84,0.0,0.1,0.02,0.01,0.02
3187,35,M,Blanc,WI,0,Attaque,En voiture,0,Arme a feu,12,2017,7,0.81,0.06,0.07,0.01,0.03,0.02
3188,19,M,Natif,CO,0,Indetermine,A pied,0,Autre,12,2017,7,0.68,0.04,0.22,0.0,0.03,0.03
3189,40,M,Blanc,PA,0,Attaque,En voiture,0,Arme a feu,12,2017,7,0.76,0.1,0.08,0.0,0.04,0.02
3190,34,M,Noir,AZ,0,Attaque,En voiture,0,Autre,12,2017,7,0.54,0.04,0.32,0.04,0.03,0.02
3193,22,M,Asiatique,CA,0,Attaque,Pas de fuite,0,Arme a feu,12,2017,8,0.37,0.05,0.39,0.0,0.15,0.03
3191,16,M,Blanc,DE,0,Attaque,Pas de fuite,0,Arme a feu,12,2017,9,0.62,0.21,0.09,0.0,0.04,0.03
3197,69,M,Blanc,AR,0,Attaque,Pas de fuite,0,Arme a feu,12,2017,9,0.72,0.15,0.08,0.01,0.02,0.03
3192,24,M,Blanc,CA,0,Autre,Autre,0,Objets tranchants,12,2017,10,0.37,0.05,0.39,0.0,0.15,0.03
3194,28,M,Natif,OK,0,Attaque,Pas de fuite,0,Autre,12,2017,10,0.65,0.07,0.11,0.08,0.02,0.07
3199,51,M,Blanc,MT,0,Autre,Autre,0,Autre,12,2017,11,0.86,0.0,0.04,0.06,0.01,0.03
3213,20,M,Noir,CT,0,Autre,En voiture,0,Autre,12,2017,14,0.66,0.1,0.17,0.0,0.05,0.02
3212,34,M,Blanc,TN,0,Attaque,Pas de fuite,0,Arme a feu,12,2017,15,0.74,0.17,0.05,0.0,0.02,0.02
3215,27,M,Noir,FL,0,Autre,En voiture,0,Non Armé,12,2017,17,0.53,0.15,0.26,0.0,0.03,0.02
3221,48,M,Noir,MI,0,Autre,Pas de fuite,0,Autre,12,2017,18,0.75,0.14,0.05,0.0,0.03,0.03
3222,33,M,Blanc,OH,1,Autre,Pas de fuite,0,Autre,12,2017,20,0.79,0.12,0.04,0.0,0.02,0.03
3229,6,M,Blanc,TX,0,Autre,Pas de fuite,0,Non Armé,12,2017,21,0.41,0.12,0.4,0.0,0.05,0.02
3239,26,M,Hispanique,CO,1,Autre,A pied,0,Arme a feu,12,2017,21,0.68,0.04,0.22,0.0,0.03,0.03
3237,40,M,Blanc,MN,0,Attaque,A pied,0,Arme a feu,12,2017,22,0.8,0.06,0.05,0.01,0.05,0.03
3240,46,M,Hispanique,TX,0,Autre,Pas de fuite,0,Objets tranchants,12,2017,24,0.41,0.12,0.4,0.0,0.05,0.02
3265,20,M,Blanc,AK,1,Attaque,Pas de fuite,1,Arme a feu,12,2017,24,0.6,0.03,0.07,0.16,0.06,0.08
3244,28,M,Noir,IN,0,Attaque,En voiture,0,Arme a feu,12,2017,26,0.79,0.09,0.07,0.0,0.02,0.02
3245,30,M,Blanc,CA,0,Attaque,En voiture,0,Arme a feu,12,2017,26,0.37,0.05,0.39,0.0,0.15,0.03
3263,36,M,Natif,WA,0,Attaque,A pied,1,Arme a feu,12,2017,26,0.68,0.04,0.13,0.01,0.09,0.060000000000000005
3249,25,M,Noir,PA,0,Attaque,En voiture,0,Autre,12,2017,27,0.76,0.1,0.08,0.0,0.04,0.02
3250,28,M,Blanc,KS,0,Autre,Pas de fuite,0,Non Armé,12,2017,27,0.76,0.05,0.12,0.01,0.03,0.03
3267,38,M,Blanc,VA,1,Attaque,Pas de fuite,0,Arme a feu,12,2017,27,0.62,0.19,0.1,0.0,0.07,0.04
3256,30,M,Noir,IN,0,Attaque,En voiture,0,Arme a feu,12,2017,28,0.79,0.09,0.07,0.0,0.02,0.02
3255,31,M,Hispanique,CA,0,Attaque,Pas de fuite,0,Arme a feu,12,2017,30,0.37,0.05,0.39,0.0,0.15,0.03
3257,36,M,Blanc,TX,0,Indetermine,Autre,0,Autre,12,2017,30,0.41,0.12,0.4,0.0,0.05,0.02
3275,65,M,Blanc,GA,1,Attaque,Pas de fuite,0,Arme a feu,1,2018,1,0.52,0.31,0.1,0.0,0.04,0.02
3288,42,M,Blanc,AR,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,1,0.72,0.15,0.08,0.01,0.02,0.03
3289,65,M,Blanc,FL,1,Attaque,Pas de fuite,1,Arme a feu,1,2018,1,0.53,0.15,0.26,0.0,0.03,0.02
3291,30,F,Blanc,TX,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,2,0.41,0.12,0.4,0.0,0.05,0.02
3292,49,M,Blanc,AR,1,Attaque,Pas de fuite,0,Arme a feu,1,2018,2,0.72,0.15,0.08,0.01,0.02,0.03
3294,66,M,Blanc,MO,0,Attaque,Pas de fuite,0,Objets tranchants,1,2018,2,0.8,0.11,0.04,0.0,0.02,0.03
3286,28,M,Noir,CA,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,3,0.37,0.05,0.39,0.0,0.15,0.03
3287,27,M,Blanc,ID,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,4,0.82,0.01,0.13,0.01,0.02,0.02
3295,31,M,Blanc,WI,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,4,0.81,0.06,0.07,0.01,0.03,0.02
3278,46,M,Blanc,MO,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,5,0.8,0.11,0.04,0.0,0.02,0.03
3283,28,M,Noir,OH,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,5,0.79,0.12,0.04,0.0,0.02,0.03
3293,35,M,Asiatique,CA,0,Autre,Pas de fuite,0,Arme a feu,1,2018,5,0.37,0.05,0.39,0.0,0.15,0.03
3268,24,M,Hispanique,NM,0,Autre,Pas de fuite,0,Autre,1,2018,6,0.37,0.02,0.49,0.09,0.02,0.02
3271,17,M,Noir,AR,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,6,0.72,0.15,0.08,0.01,0.02,0.03
3272,39,M,Blanc,OK,0,Autre,Pas de fuite,0,Autre,1,2018,6,0.65,0.07,0.11,0.08,0.02,0.07
3274,21,M,Blanc,TX,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,6,0.41,0.12,0.4,0.0,0.05,0.02
3280,21,M,Natif,WI,0,Autre,Pas de fuite,0,Objets tranchants,1,2018,6,0.81,0.06,0.07,0.01,0.03,0.02
3281,57,M,Hispanique,FL,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,6,0.53,0.15,0.26,0.0,0.03,0.02
3285,27,M,Blanc,PA,0,Autre,En voiture,0,Autre,1,2018,6,0.76,0.1,0.08,0.0,0.04,0.02
4207,62,M,Blanc,AL,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,6,0.66,0.26,0.04,0.0,0.01,0.02
3282,40,M,Noir,NM,0,Autre,En voiture,0,Non Armé,1,2018,6,0.37,0.02,0.49,0.09,0.02,0.02
3269,38,M,Noir,FL,0,Autre,A pied,0,Arme a feu,1,2018,7,0.53,0.15,0.26,0.0,0.03,0.02
3270,27,M,Hispanique,CA,1,Autre,Pas de fuite,0,Objets tranchants,1,2018,7,0.37,0.05,0.39,0.0,0.15,0.03
3276,54,M,Noir,VA,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,7,0.62,0.19,0.1,0.0,0.07,0.04
3290,27,M,Blanc,WA,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,7,0.68,0.04,0.13,0.01,0.09,0.060000000000000005
3277,51,M,Blanc,AZ,1,Autre,Pas de fuite,0,Non Armé,1,2018,7,0.54,0.04,0.32,0.04,0.03,0.02
3297,25,M,Blanc,TN,0,Autre,Pas de fuite,0,Arme a feu,1,2018,8,0.74,0.17,0.05,0.0,0.02,0.02
3299,46,M,Hispanique,CA,0,Autre,Autre,0,Arme a feu,1,2018,8,0.37,0.05,0.39,0.0,0.15,0.03
4208,20,M,Noir,MO,0,Attaque,A pied,0,Arme a feu,1,2018,8,0.8,0.11,0.04,0.0,0.02,0.03
3298,32,M,Blanc,MO,0,Attaque,A pied,0,Arme a feu,1,2018,8,0.8,0.11,0.04,0.0,0.02,0.03
3300,27,M,Asiatique,CA,1,Autre,Pas de fuite,1,Autre,1,2018,9,0.37,0.05,0.39,0.0,0.15,0.03
3301,21,M,Noir,CA,0,Autre,En voiture,0,Autre,1,2018,10,0.37,0.05,0.39,0.0,0.15,0.03
3302,60,M,Hispanique,TX,0,Attaque,Autre,0,Arme a feu,1,2018,11,0.41,0.12,0.4,0.0,0.05,0.02
3304,44,M,Blanc,SC,0,Attaque,En voiture,0,Arme a feu,1,2018,11,0.64,0.26,0.06,0.0,0.02,0.02
4242,23,M,Noir,NC,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,11,0.63,0.21,0.1,0.01,0.03,0.03
3308,31,M,Blanc,NV,0,Autre,Pas de fuite,0,Arme a feu,1,2018,12,0.49,0.09,0.29,0.01,0.08,0.05
3313,43,M,Noir,CA,0,Autre,Pas de fuite,0,Arme a feu,1,2018,12,0.37,0.05,0.39,0.0,0.15,0.03
3314,39,M,Blanc,KY,0,Autre,Pas de fuite,0,Arme a feu,1,2018,12,0.85,0.08,0.04,0.0,0.01,0.02
3315,54,M,Blanc,OR,0,Attaque,En voiture,0,Arme a feu,1,2018,12,0.75,0.02,0.13,0.01,0.05,0.04
3316,22,M,Noir,OH,0,Autre,Pas de fuite,0,Arme a feu,1,2018,12,0.79,0.12,0.04,0.0,0.02,0.03
4243,37,M,Blanc,OR,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,12,0.75,0.02,0.13,0.01,0.05,0.04
3307,42,M,Blanc,NC,1,Autre,Pas de fuite,1,Arme a feu,1,2018,13,0.63,0.21,0.1,0.01,0.03,0.03
3311,22,M,Hispanique,CA,0,Autre,Pas de fuite,0,Arme a feu,1,2018,14,0.37,0.05,0.39,0.0,0.15,0.03
3309,42,M,Hispanique,OR,0,Autre,Pas de fuite,0,Arme a feu,1,2018,15,0.75,0.02,0.13,0.01,0.05,0.04
3305,32,M,Blanc,VT,0,Indetermine,A pied,0,Arme a feu,1,2018,16,0.93,0.01,0.02,0.0,0.02,0.02
3306,30,M,Hispanique,TX,0,Autre,Pas de fuite,0,Autre,1,2018,16,0.41,0.12,0.4,0.0,0.05,0.02
3323,53,F,Blanc,ID,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,16,0.82,0.01,0.13,0.01,0.02,0.02
3318,27,M,Blanc,CO,0,Attaque,Pas de fuite,0,Non Armé,1,2018,16,0.68,0.04,0.22,0.0,0.03,0.03
3319,72,F,Noir,OK,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,17,0.65,0.07,0.11,0.08,0.02,0.07
3320,29,M,Noir,IA,1,Attaque,En voiture,0,Arme a feu,1,2018,17,0.86,0.03,0.06,0.0,0.03,0.02
3321,34,M,Noir,TN,0,Autre,En voiture,0,Arme a feu,1,2018,17,0.74,0.17,0.05,0.0,0.02,0.02
3322,26,M,Noir,WI,0,Attaque,A pied,0,Arme a feu,1,2018,17,0.81,0.06,0.07,0.01,0.03,0.02
4244,22,M,Hispanique,AZ,0,Autre,Pas de fuite,0,Objets tranchants,1,2018,17,0.54,0.04,0.32,0.04,0.03,0.02
4245,16,M,Blanc,OH,0,Autre,Pas de fuite,0,Non Armé,1,2018,17,0.79,0.12,0.04,0.0,0.02,0.03
3324,31,M,Noir,PA,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,18,0.76,0.1,0.08,0.0,0.04,0.02
3325,58,M,Blanc,IN,1,Attaque,Pas de fuite,0,Objets tranchants,1,2018,19,0.79,0.09,0.07,0.0,0.02,0.02
3326,23,M,Blanc,MN,0,Autre,Pas de fuite,0,Objets tranchants,1,2018,20,0.8,0.06,0.05,0.01,0.05,0.03
3327,44,M,Blanc,GA,0,Autre,Pas de fuite,0,Arme a feu,1,2018,20,0.52,0.31,0.1,0.0,0.04,0.02
3328,46,M,Blanc,FL,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,20,0.53,0.15,0.26,0.0,0.03,0.02
3329,61,M,Noir,TX,1,Autre,Pas de fuite,0,Non Armé,1,2018,20,0.41,0.12,0.4,0.0,0.05,0.02
3330,17,M,Blanc,KS,1,Autre,En voiture,0,Autre,1,2018,20,0.76,0.05,0.12,0.01,0.03,0.03
3331,46,M,Blanc,FL,0,Autre,En voiture,0,Autre,1,2018,21,0.53,0.15,0.26,0.0,0.03,0.02
3332,35,M,Blanc,WA,1,Autre,Pas de fuite,0,Autre,1,2018,21,0.68,0.04,0.13,0.01,0.09,0.060000000000000005
3333,36,M,Blanc,MI,1,Autre,Pas de fuite,0,Arme a feu,1,2018,22,0.75,0.14,0.05,0.0,0.03,0.03
3334,28,M,Hispanique,TX,0,Autre,En voiture,0,Autre,1,2018,22,0.41,0.12,0.4,0.0,0.05,0.02
3335,37,M,Blanc,OK,0,Autre,Pas de fuite,0,Non Armé,1,2018,22,0.65,0.07,0.11,0.08,0.02,0.07
3336,47,M,Blanc,NJ,1,Autre,Autre,0,Autre,1,2018,22,0.55,0.13,0.21,0.0,0.1,0.02
3337,35,M,Hispanique,CO,0,Attaque,Autre,1,Arme a feu,1,2018,22,0.68,0.04,0.22,0.0,0.03,0.03
3339,40,M,Blanc,OK,0,Autre,En voiture,0,Arme a feu,1,2018,22,0.65,0.07,0.11,0.08,0.02,0.07
3342,24,M,Noir,GA,0,Attaque,Autre,1,Arme a feu,1,2018,23,0.52,0.31,0.1,0.0,0.04,0.02
3343,18,M,Hispanique,TX,0,Attaque,A pied,0,Autre,1,2018,23,0.41,0.12,0.4,0.0,0.05,0.02
3344,38,M,Noir,FL,1,Autre,En voiture,0,Non Armé,1,2018,23,0.53,0.15,0.26,0.0,0.03,0.02
3350,54,M,Blanc,ID,0,Autre,A pied,0,Autre,1,2018,23,0.82,0.01,0.13,0.01,0.02,0.02
3346,27,M,Hispanique,NV,0,Autre,A pied,0,Autre,1,2018,24,0.49,0.09,0.29,0.01,0.08,0.05
3351,62,M,Blanc,MI,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,24,0.75,0.14,0.05,0.0,0.03,0.03
3348,66,M,Blanc,MD,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,25,0.5,0.29,0.1,0.0,0.06,0.03
3349,47,M,Hispanique,TX,0,Autre,Pas de fuite,0,Non Armé,1,2018,25,0.41,0.12,0.4,0.0,0.05,0.02
3352,19,M,Hispanique,TX,0,Attaque,Autre,0,Objets tranchants,1,2018,25,0.41,0.12,0.4,0.0,0.05,0.02
3353,27,M,Blanc,GA,1,Attaque,Pas de fuite,0,Autre,1,2018,25,0.52,0.31,0.1,0.0,0.04,0.02
3345,23,M,Blanc,TX,0,Attaque,En voiture,0,Arme a feu,1,2018,26,0.41,0.12,0.4,0.0,0.05,0.02
3347,42,M,Hispanique,NV,1,Autre,Autre,0,Arme a feu,1,2018,26,0.49,0.09,0.29,0.01,0.08,0.05
3358,43,M,Noir,IL,0,Attaque,En voiture,0,Autre,1,2018,26,0.61,0.14,0.17,0.0,0.06,0.02
3361,42,M,Blanc,IL,0,Attaque,Pas de fuite,0,Objets tranchants,1,2018,26,0.61,0.14,0.17,0.0,0.06,0.02
3357,45,M,Noir,IN,1,Autre,Pas de fuite,0,Objets tranchants,1,2018,27,0.79,0.09,0.07,0.0,0.02,0.02
3359,21,F,Noir,MS,0,Attaque,En voiture,0,Autre,1,2018,27,0.57,0.38,0.03,0.0,0.01,0.01
3360,43,F,Blanc,TX,1,Attaque,Pas de fuite,0,Arme a feu,1,2018,27,0.41,0.12,0.4,0.0,0.05,0.02
3354,45,M,Blanc,KY,0,Attaque,Pas de fuite,0,Arme a feu,1,2018,28,0.85,0.08,0.04,0.0,0.01,0.02
3355,33,M,Noir,MD,0,Attaque,A pied,1,Arme a feu,1,2018,28,0.5,0.29,0.1,0.0,0.06,0.03
3356,38,M,Blanc,GA,0,Attaque,A pied,0,Arme a feu,1,2018,28,0.52,0.31,0.1,0.0,0.04,0.02
3362,33,M,Blanc,TX,0,Attaque,En voiture,0,Arme a feu,1,2018,28,0.41,0.12,0.4,0.0,0.05,0.02
3364,46,M,Hispanique,TX,0,Attaque,En voiture,0,Objets tranchants,1,2018,29,0.41,0.12,0.4,0.0,0.05,0.02
3365,52,M,Noir,NY,0,Autre,A pied,1,Objets tranchants,1,2018,29,0.55,0.14,0.19,0.0,0.09,0.03
4246,46,M,Hispanique,TX,0,Attaque,Pas de fuite,0,Objets tranchants,1,2018,29,0.41,0.12,0.4,0.0,0.05,0.02
3366,40,M,Blanc,OK,0,Autre,Pas de fuite,0,Non Armé,1,2018,30,0.65,0.07,0.11,0.08,0.02,0.07
3367,20,M,Hispanique,MN,0,Autre,A pied,0,Objets tranchants,1,2018,31,0.8,0.06,0.05,0.01,0.05,0.03
3368,39,M,Hispanique,CO,0,Autre,Pas de fuite,0,Objets tranchants,1,2018,31,0.68,0.04,0.22,0.0,0.03,0.03
3369,35,M,Blanc,OH,1,Attaque,A pied,0,Non Armé,2,2018,1,0.79,0.12,0.04,0.0,0.02,0.03
